,image_id,annotation
0,COCO_train2014_000000292845.jpg,"bicycle, cup"
1,COCO_train2014_000000296474.jpg,"tie, bicycle, umbrella, frisbee, truck"
2,COCO_train2014_000000340488.jpg,"tie, bicycle, fire hydrant, truck"
3,COCO_train2014_000000072095.jpg,"tie, bicycle, kite, bird, bottle, couch"
4,COCO_train2014_000000207833.jpg,"couch, knife, cup, fork, window, bed, banana, bowl, scissors, spoon"
5,cabinIndoors4.jpg,cabinIndoors
6,dugout2.jpg,dugout
7,n02640242_4958.JPEG,sturgeon
8,n02123597_11635.JPEG,"Siamese cat, Siamese"
9,n04467665_69667.JPEG,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
10,citystreet10.jpg,citystreet
11,n03742115_4929.JPEG,"medicine chest, medicine cabinet"
12,COCO_train2014_000000462505.jpg,"bicycle, train, motorcycle"
13,n02799071_35743.JPEG,baseball
14,n03888257_37794.JPEG,"parachute, chute"
15,n02437616_818.JPEG,llama
16,clothingstore2.jpg,clothingstore
17,COCO_train2014_000000472865.jpg,"sandwich, spoon"
18,COCO_train2014_000000037165.jpg,"bicycle, cake, train"
19,n07875152_4516.JPEG,potpie
20,n04367480_1601.JPEG,"swab, swob, mop"
21,COCO_train2014_000000497464.jpg,"bicycle, plate, tennis racket"
22,rep_COCO_train2014_000000508861.jpg,"bicycle, cake"
23,COCO_train2014_000000292349.jpg,"baseball glove, bicycle, bird"
24,publicrestroom4.jpg,publicrestroom
25,n02974003_4105.JPEG,car wheel
26,n03630383_6338.JPEG,"lab coat, laboratory coat"
27,photographer_studio3.jpg,photographer_studio
28,COCO_train2014_000000003521.jpg,"hair drier, bicycle"
29,COCO_train2014_000000233104.jpg,"cat, sheep"
30,n03041632_229.JPEG,"cleaver, meat cleaver, chopper"
31,COCO_train2014_000000300476.jpg,"horse, boat, motorcycle"
32,COCO_train2014_000000047780.jpg,"horse, dog"
33,rep_n02442845_19700.JPEG,rep_n02442845_
34,hayfield7.jpg,hayfield
35,n02107683_5319.JPEG,Bernese mountain dog
36,n03544143_7389.JPEG,hourglass
37,pharmacy2.jpg,pharmacy
38,n02025239_919.JPEG,"ruddy turnstone, Arenaria interpres"
39,n04251144_13296.JPEG,snorkel
40,rep_shootingrange5.jpg,rep_shootingrange
41,baggageClaim4.jpg,baggageClaim
42,COCO_train2014_000000334208.jpg,"sandwich, hot dog, broccoli, apple"
43,n02077923_413.JPEG,sea lion
44,n04328186_10015.JPEG,"stopwatch, stop watch"
45,n07717410_9329.JPEG,acorn squash
46,n02797295_13746.JPEG,"barrow, garden cart, lawn cart, wheelbarrow"
47,n02111500_9058.JPEG,Great Pyrenees
48,COCO_train2014_000000194231.jpg,"refrigerator, plate"
49,COCO_train2014_000000069705.jpg,bear
50,COCO_train2014_000000002402.jpg,"bicycle, snowboard"
51,COCO_train2014_000000485595.jpg,"bicycle, couch, suitcase, bird"
52,n04591713_3599.JPEG,wine bottle
53,musicStore2.jpg,musicStore
54,n03179701_40133.JPEG,desk
55,n01873310_26027.JPEG,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus"
56,n02281406_11784.JPEG,"sulphur butterfly, sulfur butterfly"
57,COCO_train2014_000000401822.jpg,"refrigerator, toaster"
58,COCO_train2014_000000000584.jpg,"bowl, banana, hot dog, carrot"
59,COCO_train2014_000000002372.jpg,"bicycle, suitcase, vase"
60,runway3.jpg,runway
61,rep_elevatorOutside4.jpg,rep_elevatorOutside
62,COCO_train2014_000000376643.jpg,"dog, motorcycle"
63,childsroom3.jpg,childsroom
64,shoestore2.jpg,shoestore
65,COCO_train2014_000000221685.jpg,bear
66,COCO_train2014_000000398949.jpg,"bicycle, mirror, hot dog"
67,COCO_train2014_000000326161.jpg,"bicycle, sports ball, snowboard"
68,n03743016_11028.JPEG,"megalith, megalithic structure"
69,n02328150_6567.JPEG,"Angora, Angora rabbit"
70,COCO_train2014_000000315461.jpg,hat
71,garbagedump2.jpg,garbagedump
72,n03832673_21438.JPEG,"notebook, notebook computer"
73,COCO_train2014_000000106010.jpg,"bicycle, snowboard"
74,n02229544_250.JPEG,cricket
75,dinosaur1.jpg,dinosaur
76,COCO_train2014_000000225829.jpg,"bicycle, bus"
77,hallway4.jpg,hallway
78,COCO_train2014_000000557848.jpg,bird
79,n03496892_10109.JPEG,"harvester, reaper"
80,COCO_train2014_000000116603.jpg,"spoon, broccoli"
81,n02280649_2534.JPEG,cabbage butterfly
82,COCO_train2014_000000275902.jpg,truck
83,COCO_train2014_000000475236.jpg,cake
84,rep_COCO_train2014_000000190964.jpg,bus
85,n02783161_2952.JPEG,"ballpoint, ballpoint pen, ballpen, Biro"
86,n03961711_21196.JPEG,plate rack
87,COCO_train2014_000000002559.jpg,"door, refrigerator, fork"
88,n02948072_4353.JPEG,"candle, taper, wax light"
89,winebarrel2.jpg,winebarrel
90,laundromat3.jpg,laundromat
91,COCO_train2014_000000315994.jpg,"tie, microwave, clock"
92,n02110958_4869.JPEG,"pug, pug-dog"
93,COCO_train2014_000000146725.jpg,bus
94,COCO_train2014_000000029323.jpg,"banana, window, carrot"
95,n03950228_8249.JPEG,"pitcher, ewer"
96,observatory2.jpg,observatory
97,n04336792_2479.JPEG,stretcher
98,n02125311_9205.JPEG,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor"
99,n02105505_5107.JPEG,komondor
100,COCO_train2014_000000376858.jpg,hat
101,COCO_train2014_000000030565.jpg,"bear, cat, bicycle"
102,COCO_train2014_000000040399.jpg,"bicycle, suitcase"
103,n02002724_1411.JPEG,"black stork, Ciconia nigra"
104,COCO_train2014_000000354070.jpg,"tie, bicycle, cup, fork, window, shoe, couch"
105,rep_n03461385_91813.JPEG,rep_n03461385_
106,n02823428_4996.JPEG,beer bottle
107,COCO_train2014_000000260400.jpg,giraffe
108,labClass3.jpg,labClass
109,n04532106_11248.JPEG,vestment
110,diner12.jpg,diner
111,COCO_train2014_000000430523.jpg,bear
112,COCO_train2014_000000267338.jpg,"mirror, dog"
113,COCO_train2014_000000415026.jpg,horse
114,n03980874_15861.JPEG,poncho
115,COCO_train2014_000000523306.jpg,"bear, tie, bicycle, bird"
116,n07720875_5913.JPEG,bell pepper
117,COCO_train2014_000000159680.jpg,vase
118,n04266014_5427.JPEG,space shuttle
119,n04118776_32693.JPEG,"rule, ruler"
120,n02441942_409.JPEG,weasel
