,image_id,annotation
0,COCO_train2014_000000292845.jpg,"bicycle, cup"
1,COCO_train2014_000000081476.jpg,zebra
2,n04209133_8326.JPEG,shower cap
3,banquetHall2.jpg,banquetHall
4,n02002556_6108.JPEG,"white stork, Ciconia ciconia"
5,n02101388_6823.JPEG,Brittany spaniel
6,courthouse4.jpg,courthouse
7,COCO_train2014_000000576727.jpg,hat
8,clothingstore5.jpg,clothingstore
9,sidewalk2.jpg,sidewalk
10,n04033995_15656.JPEG,"quilt, comforter, comfort, puff"
11,COCO_train2014_000000274978.jpg,"bicycle, tennis racket"
12,n03344393_5047.JPEG,fireboat
13,COCO_train2014_000000106107.jpg,"bicycle, tennis racket"
14,COCO_train2014_000000027471.jpg,"bottle, bicycle"
15,rep_COCO_train2014_000000300072.jpg,"banana, window, broccoli"
16,COCO_train2014_000000400581.jpg,"shoe, bed, couch, window"
17,n02094258_5674.JPEG,Norwich terrier
18,n01644373_15062.JPEG,"tree frog, tree-frog"
19,n01630670_2697.JPEG,"common newt, Triturus vulgaris"
20,n04467665_69667.JPEG,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
21,n01514668_15569.JPEG,cock
22,COCO_train2014_000000216029.jpg,"bicycle, tennis racket"
23,n03770679_5503.JPEG,minivan
24,COCO_train2014_000000282987.jpg,hat
25,COCO_train2014_000000131967.jpg,"bicycle, traffic light"
26,COCO_train2014_000000544738.jpg,"bicycle, traffic light, tennis racket"
27,wineVineyard9.jpg,wineVineyard
28,attic1.jpg,attic
29,COCO_train2014_000000160000.jpg,orange
30,COCO_train2014_000000328454.jpg,hat
31,promenadeDeck3.jpg,promenadeDeck
32,n02930766_20027.JPEG,"cab, hack, taxi, taxicab"
33,n02859443_5607.JPEG,boathouse
34,n03180011_6063.JPEG,desktop computer
35,COCO_train2014_000000202764.jpg,bear
36,rep_COCO_train2014_000000225383.jpg,"tie, bicycle, truck"
37,n03447721_1086.JPEG,"gong, tam-tam"
38,COCO_train2014_000000368474.jpg,"bicycle, fork, banana, scissors, vase, spoon"
39,grocerystore6.jpg,grocerystore
40,n02437312_3053.JPEG,"Arabian camel, dromedary, Camelus dromedarius"
41,banquetHall5.jpg,banquetHall
42,hardwarestore1.jpg,hardwarestore
43,n02823428_6083.JPEG,beer bottle
44,COCO_train2014_000000460099.jpg,vase
45,n02051845_555.JPEG,pelican
46,COCO_train2014_000000084529.jpg,"tie, bicycle, shoe, umbrella, fire hydrant"
47,n04152593_3579.JPEG,"screen, CRT screen"
48,rep_COCO_train2014_000000191734.jpg,"airplane, bicycle"
49,COCO_train2014_000000074828.jpg,cat
50,n03773504_27941.JPEG,missile
51,COCO_train2014_000000510900.jpg,"bicycle, pizza"
52,chemicalplant1.jpg,chemicalplant
53,n02870880_22234.JPEG,bookcase
54,n03803284_6404.JPEG,muzzle
55,cubicle5.jpg,cubicle
56,dollhouse3.jpg,dollhouse
57,COCO_train2014_000000125117.jpg,"tie, street sign, bicycle"
58,COCO_train2014_000000352191.jpg,giraffe
59,COCO_train2014_000000073302.jpg,"shoe, tie, bicycle, cake"
60,n02909870_29139.JPEG,"bucket, pail"
61,COCO_train2014_000000395775.jpg,"keyboard, door, tie, laptop, mirror, couch"
62,rep_COCO_train2014_000000570785.jpg,vase
63,hotelRoom7.jpg,hotelRoom
64,n04067472_10945.JPEG,reel
65,COCO_train2014_000000124456.jpg,"bicycle, tennis racket"
66,COCO_train2014_000000251818.jpg,"bicycle, surfboard"
67,COCO_train2014_000000190566.jpg,"bicycle, snowboard"
68,n03838899_32856.JPEG,"oboe, hautboy, hautbois"
69,n02487347_6577.JPEG,macaque
